event_idx,C1_in_catalog,C4_z_gw,C5_log10_sky_area,C8_cone_outside,C10_log10_M,C10b_low_M_timeout_bins12,C11_log10_snr,C2_hosted_exact,C3_hosted_rel,C3c_log10_f_cat,C3c_censored,C6_mass_window_retention,C7_log10_n_cand_1d
217,False,0.3257879190744391,-2.7959631156601406,,5.885671146690118,False,1.4026729078719538,True,True,-1.2446122944792366,False,0.9992684711046086,3.1360860973840974
218,False,0.2814780364696983,-3.2373773254863965,,5.755009534828568,False,1.5567113898661555,True,True,-0.6058754154484391,False,1.0,2.677606952720493
219,False,0.4974280683229169,-1.9408523238279778,,5.6881310114482675,False,1.3551309260196052,True,True,-5.158925887376327,False,1.0,3.0265332645232967
220,False,0.6252395943506612,-3.421749208658353,,5.794057241302267,False,1.511300011441656,True,False,-15.397696742361195,False,1.0,0.6020599913279624
221,False,0.46906259769213754,-4.0646785186801155,,5.631885032727192,False,1.5753067751011856,True,False,-11.685324923453832,False,1.0,0.9030899869919435
222,False,0.441299501331839,-2.2028181269313,,5.944719590632063,False,1.390406386927249,True,True,-3.266675547256813,False,1.0,3.2973227142053028
223,False,0.3251164095453253,-4.059498435105771,,5.391164941712367,False,1.5143094403644892,True,True,-1.9169853183509384,False,1.0,1.7781512503836436
224,False,0.7219718763408536,-2.1192576573752633,,5.640875308855646,False,1.3163736099562988,False,False,-320.0,True,,0.0
225,False,0.8196276729953194,-3.102806563760157,,5.79123535478302,False,1.326221514708214,False,False,-320.0,True,,0.0
226,False,0.6488304540475051,-2.8873343847935415,,5.736267655216646,False,1.3356988640486163,True,False,-18.353887094383463,False,1.0,1.0791812460476249
227,False,0.4414095596833029,-2.5100191187115435,,5.472918233099455,False,1.3330937967236973,False,False,-320.0,True,,0.0
228,False,0.5460493444006872,-2.9915493640066453,,5.961000717435696,False,1.5111523779881095,True,False,-11.373720043299883,False,1.0,1.3979400086720377
229,False,0.30652881641157503,-2.625947685904729,,5.66346647064908,False,1.7022981854205312,True,True,-0.8989638269434957,False,0.9996056782334385,3.404320467221731
230,False,0.48101257954783955,-2.1747156293760193,,5.6072231400974415,False,1.4547323670711692,True,True,-5.530003610345636,False,0.9987834549878345,2.91539983521227
